"","date","state","positive","probableCases","negative","totalTestResults","positiveIncrease","totalTestResultsIncrease","death"
"8917",2020-07-05,"GU",288,8,14666,14954,0,0,5
"8918",2020-07-05,"HI",999,NA,83326,98778,24,1424,19
"8919",2020-07-05,"IA",31353,NA,301119,332472,312,3461,721
"8920",2020-07-05,"ID",7370,591,96896,103675,376,3201,93
"8921",2020-07-05,"IL",148373,1122,1614455,1762828,639,27235,7230
"8922",2020-07-05,"IN",48008,NA,473714,660576,576,2679,2693
"8923",2020-07-05,"KS",15919,NA,175642,191561,0,0,277
"8924",2020-07-05,"KY",16376,595,379271,395052,0,0,585
"8925",2020-07-05,"LA",65226,NA,737228,802454,1937,18312,3288
"8926",2020-07-05,"MA",109974,NA,781711,1151255,136,6645,8183
"8927",2020-07-05,"MD",69632,NA,510330,707844,291,9076,3243
"8928",2020-07-05,"ME",3415,387,104517,107932,18,1987,109
"8929",2020-07-05,"MI",72941,7065,1073878,1146819,360,16665,6218
"8930",2020-07-05,"MN",38136,NA,635879,674015,512,28843,1508
"8931",2020-07-05,"MO",23436,NA,396073,424214,221,0,1028
"8932",2020-07-05,"MP",31,NA,8187,8218,0,0,2
"8933",2020-07-05,"MS",30900,229,279241,310141,226,226,1111
"8934",2020-07-05,"MT",1212,NA,98894,100106,45,1156,23
"8935",2020-07-05,"NC",72983,NA,963855,1036838,1329,18542,1396
"8936",2020-07-05,"ND",3810,0,109312,197091,36,3742,89
"8937",2020-07-05,"NE",19827,NA,170101,238228,167,3539,284
"8938",2020-07-05,"NH",5857,NA,117892,164672,0,3366,376
"8939",2020-07-05,"NJ",173402,NA,1361238,1534640,369,26092,15119
"8940",2020-07-05,"NM",13256,NA,361798,375054,193,2766,513
"8941",2020-07-05,"NV",22418,NA,285279,392263,843,1956,534
"8942",2020-07-05,"NY",397131,NA,3836672,4233803,533,63415,24904
"8943",2020-07-05,"OH",57151,3693,811611,868762,968,20392,2911
"8944",2020-07-05,"OK",15928,NA,348789,364717,283,283,398
"8945",2020-07-05,"OR",10230,417,253971,408109,300,7040,215
"8946",2020-07-05,"PA",89854,2587,734846,824700,479,9877,6753
"8947",2020-07-05,"PR",1846,NA,192686,194532,29,29,155
"8948",2020-07-05,"RI",17108,NA,143047,268696,24,2374,960
"8949",2020-07-05,"SC",44847,NA,385962,430809,1461,10116,820
"8950",2020-07-05,"SD",7063,NA,76940,84003,35,173,97
"8951",2020-07-05,"TN",51431,370,844735,896166,1291,17562,646
"8952",2020-07-05,"TX",195239,NA,1938218,2133457,3449,61648,2637
"8953",2020-07-05,"UT",24952,NA,355004,446901,410,4168,184
"8954",2020-07-05,"VA",65748,2767,643607,718139,639,10389,1853
"8955",2020-07-05,"VI",111,NA,3060,3171,0,0,6
"8956",2020-07-05,"VT",1251,0,66926,83102,11,833,56
"8957",2020-07-05,"WA",39156,NA,691093,730249,293,4803,1354
"8958",2020-07-05,"WI",34740,3163,584111,775047,533,12258,803
"8959",2020-07-05,"WV",3262,106,181559,184821,121,3392,94
"8960",2020-07-05,"WY",1634,322,33693,53867,28,239,20
"8961",2020-07-04,"AK",1114,NA,121618,122732,49,2524,16
"8962",2020-07-04,"AL",42862,503,399226,441585,997,11457,1007
"8963",2020-07-04,"AR",23209,NA,315684,338893,587,7656,286
"8964",2020-07-04,"AS",0,NA,696,696,0,0,0
"8965",2020-07-04,"AZ",94553,468,494955,856727,2695,17463,1805
"8966",2020-07-04,"CA",257388,NA,4295643,4553031,9153,104855,6313
"8967",2020-07-04,"CO",33866,2896,316851,424954,247,6697,1701
"8968",2020-07-04,"CT",46717,1976,453309,500026,0,-60,4335
"8969",2020-07-04,"DC",10447,NA,94107,104554,12,1745,557
"8970",2020-07-04,"DE",11996,1044,108697,160120,73,8054,512
"8971",2020-07-04,"FL",186530,NA,1956445,2364452,11330,77840,3803
"8972",2020-07-04,"GA",93319,NA,833040,928215,2826,25785,2857
"8973",2020-07-04,"GU",288,8,14666,14954,2,405,5
"8974",2020-07-04,"HI",975,NA,82501,97354,29,1963,19
"8975",2020-07-04,"IA",31041,NA,297970,329011,612,7550,721
"8976",2020-07-04,"ID",6994,593,94073,100474,401,2355,93
"8977",2020-07-04,"IL",147734,1122,1587859,1735593,862,33836,7224
"8978",2020-07-04,"IN",47432,NA,464856,657897,517,6720,2687
"8979",2020-07-04,"KS",15919,NA,175642,191561,0,0,277
"8980",2020-07-04,"KY",16376,595,379271,395052,0,0,585
"8981",2020-07-04,"LA",63289,NA,720853,784142,0,0,3278
"8982",2020-07-04,"MA",109838,NA,775929,1144610,210,4277,8172
"8983",2020-07-04,"MD",69341,NA,504001,698768,380,12955,3236
"8984",2020-07-04,"ME",3397,385,102548,105945,24,2496,107
"8985",2020-07-04,"MI",72581,7048,1057573,1130154,406,21889,6218
"8986",2020-07-04,"MN",37624,NA,607548,645172,0,0,1503
"8987",2020-07-04,"MO",23215,NA,389046,424214,385,0,1027
"8988",2020-07-04,"MP",31,NA,8187,8218,0,0,2
"8989",2020-07-04,"MS",30674,216,279241,309915,1904,10876,1107
"8990",2020-07-04,"MT",1167,NA,97783,98950,39,1447,23
"8991",2020-07-04,"NC",71654,NA,946642,1018296,1413,19003,1395
"8992",2020-07-04,"ND",3774,0,108149,193349,57,4343,89
"8993",2020-07-04,"NE",19660,NA,167928,234689,208,5452,284
"8994",2020-07-04,"NH",5857,NA,117892,161306,35,2386,376
"8995",2020-07-04,"NJ",173033,NA,1335515,1508548,291,23047,15097
"8996",2020-07-04,"NM",13063,NA,359225,372288,287,8914,513
"8997",2020-07-04,"NV",21575,NA,279654,390307,857,5073,530
"8998",2020-07-04,"NY",396598,NA,3773790,4170388,726,62403,24896
"8999",2020-07-04,"OH",56183,3695,792187,848370,926,20213,2907
"9000",2020-07-04,"OK",15645,NA,348789,364434,580,580,398
"9001",2020-07-04,"OR",9930,417,245096,401069,294,8130,213
"9002",2020-07-04,"PA",89375,2562,725448,814823,634,10679,6749
"9003",2020-07-04,"PR",1817,NA,192686,194503,26,26,155
"9004",2020-07-04,"RI",17084,NA,141673,266322,27,2057,960
"9005",2020-07-04,"SC",43386,NA,377307,420693,1854,11661,813
"9006",2020-07-04,"SD",7028,NA,76802,83830,50,837,97
"9007",2020-07-04,"TN",50140,372,828464,878604,1428,16115,637
"9008",2020-07-04,"TX",191790,NA,1880019,2071809,8258,57903,2608
"9009",2020-07-04,"UT",24542,NA,351914,442733,676,7487,181
"9010",2020-07-04,"VA",65109,2709,634120,707750,716,11709,1849
"9011",2020-07-04,"VI",111,NA,3060,3171,13,110,6
"9012",2020-07-04,"VT",1240,0,66321,82269,2,1314,56
"9013",2020-07-04,"WA",38863,NA,686583,725446,231,4634,1352
"9014",2020-07-04,"WI",34207,3152,579637,762789,776,17819,803
"9015",2020-07-04,"WV",3141,105,178288,181429,15,727,94
"9016",2020-07-04,"WY",1606,317,33693,53628,24,216,20
"9017",2020-07-03,"AK",1065,NA,119143,120208,45,4299,15
"9018",2020-07-03,"AL",41865,503,388766,430128,1754,10907,1006
"9019",2020-07-03,"AR",22622,NA,308615,331237,547,7250,281
"9020",2020-07-03,"AS",0,NA,696,696,0,0,0
"9021",2020-07-03,"AZ",91858,462,486523,839264,4433,26589,1788
"9022",2020-07-03,"CA",248235,NA,4199941,4448176,5688,109458,6263
"9023",2020-07-03,"CO",33619,2897,312135,418257,267,7934,1701
"9024",2020-07-03,"CT",46717,1976,453369,500086,71,-28,4335
"9025",2020-07-03,"DC",10435,NA,92374,102809,45,1746,555
"9026",2020-07-03,"DE",11923,1044,106420,152066,192,2613,512
"9027",2020-07-03,"FL",175200,NA,1902766,2286612,9324,60623,3785
"9028",2020-07-03,"GA",90493,NA,810724,902430,2784,18412,2856
"9029",2020-07-03,"GU",286,8,14263,14549,6,616,5
"9030",2020-07-03,"HI",946,NA,80672,95391,20,1698,18
"9031",2020-07-03,"IA",30429,NA,291032,321461,220,3923,720
"9032",2020-07-03,"ID",6593,590,92116,98119,223,3582,92
"9033",2020-07-03,"IL",146872,1122,1554885,1701757,937,34387,7215
"9034",2020-07-03,"IN",46915,NA,457238,651177,528,12003,2681
"9035",2020-07-03,"KS",15919,NA,175642,191561,929,8388,277
"9036",2020-07-03,"KY",16376,595,379271,395052,297,9829,585
"9037",2020-07-03,"LA",63289,NA,720853,784142,1728,16768,3278
"9038",2020-07-03,"MA",109628,NA,768152,1140333,290,8339,8149
"9039",2020-07-03,"MD",68961,NA,494873,685813,538,15564,3223
"9040",2020-07-03,"ME",3373,388,100076,103449,45,2632,105
"9041",2020-07-03,"MI",72175,7040,1036090,1108265,497,23128,6215
"9042",2020-07-03,"MN",37624,NA,607548,645172,414,14745,1503
"9043",2020-07-03,"MO",22830,NA,382129,424214,547,0,1026
"9044",2020-07-03,"MP",31,NA,8187,8218,1,1,2
"9045",2020-07-03,"MS",28770,197,270269,299039,0,0,1092
"9046",2020-07-03,"MT",1128,NA,96375,97503,45,2354,23
"9047",2020-07-03,"NC",70241,NA,929052,999293,2099,28173,1392
"9048",2020-07-03,"ND",3717,0,106852,189006,63,4576,89
"9049",2020-07-03,"NE",19452,NA,164682,229237,142,2587,282
"9050",2020-07-03,"NH",5822,NA,116365,158920,20,2278,375
"9051",2020-07-03,"NJ",172742,NA,1312759,1485501,386,21588,15072
"9052",2020-07-03,"NM",12776,NA,350598,363374,256,6737,511
"9053",2020-07-03,"NV",20718,NA,272967,385234,985,12077,528
"9054",2020-07-03,"NY",395872,NA,3712113,4107985,918,66392,24885
"9055",2020-07-03,"OH",55257,3676,772900,828157,1091,34851,2903
"9056",2020-07-03,"OK",15065,NA,348789,363854,526,10804,398
"9057",2020-07-03,"OR",9636,417,245096,392939,342,7528,209
"9058",2020-07-03,"PA",88741,2536,715403,804144,667,13871,6746
"9059",2020-07-03,"PR",1791,NA,192686,194477,24,24,154
"9060",2020-07-03,"RI",17057,NA,140721,264265,22,2876,960
"9061",2020-07-03,"SC",41532,NA,367500,409032,1831,7631,793
"9062",2020-07-03,"SD",6978,NA,76015,82993,85,1052,97
"9063",2020-07-03,"TN",48712,368,813777,862489,1822,24035,633
"9064",2020-07-03,"TX",183532,NA,1830374,2013906,7555,38103,2575
"9065",2020-07-03,"UT",23866,NA,346518,435246,596,7907,181
"9066",2020-07-03,"VA",64393,2703,623967,696041,658,11483,1845
"9067",2020-07-03,"VI",98,NA,2963,3061,6,45,6
"9068",2020-07-03,"VT",1238,0,65315,80955,9,1430,56
"9069",2020-07-03,"WA",38632,NA,682180,720812,443,10069,1342
"9070",2020-07-03,"WI",33431,3114,573553,744970,622,17156,803
"9071",2020-07-03,"WV",3126,105,177576,180702,73,2361,93
"9072",2020-07-03,"WY",1582,315,33693,53412,32,519,20
"9073",2020-07-02,"AK",1020,NA,114889,115909,38,1509,14
"9074",2020-07-02,"AL",40111,507,379617,419221,1149,5788,985
"9075",2020-07-02,"AR",22075,NA,301912,323987,878,9129,279
"9076",2020-07-02,"AS",0,NA,696,696,0,0,0
"9077",2020-07-02,"AZ",87425,455,473414,812675,3333,26174,1757
"9078",2020-07-02,"CA",242547,NA,4096171,4338718,6408,84542,6163
"9079",2020-07-02,"CO",33352,2899,306938,410323,323,8706,1701
"9080",2020-07-02,"CT",46646,1974,453468,500114,74,10305,4326
"9081",2020-07-02,"DC",10390,NA,90673,101063,25,1028,554
"9082",2020-07-02,"DE",11731,1044,103187,149453,221,1618,510
"9083",2020-07-02,"FL",165876,NA,1863077,2225989,9442,62493,3718
"9084",2020-07-02,"GA",87709,NA,795530,884018,3472,28393,2849
"9085",2020-07-02,"GU",280,8,13653,13933,13,149,5
"9086",2020-07-02,"HI",926,NA,79364,93693,9,2001,18
"9087",2020-07-02,"IA",30209,NA,287329,317538,758,7748,718
"9088",2020-07-02,"ID",6370,584,88751,94537,253,4061,92
"9089",2020-07-02,"IL",145935,1053,1521435,1667370,869,30262,7188
"9090",2020-07-02,"IN",46387,NA,450448,639174,435,10679,2662
"9091",2020-07-02,"KS",14990,NA,168183,183173,0,0,272
"9092",2020-07-02,"KY",16079,571,369715,385223,237,8689,581
"9093",2020-07-02,"LA",61561,NA,705813,767374,1383,15286,3255
"9094",2020-07-02,"MA",109338,NA,756920,1131994,195,13916,8132
"9095",2020-07-02,"MD",68423,NA,484752,670249,505,13659,3212
"9096",2020-07-02,"ME",3328,377,97489,100817,34,3576,105
"9097",2020-07-02,"MI",71678,7003,1013459,1085137,589,23278,6212
"9098",2020-07-02,"MN",37210,NA,593217,630427,494,13320,1495
"9099",2020-07-02,"MO",22283,NA,375035,424214,356,0,1022
"9100",2020-07-02,"MP",30,NA,8187,8217,0,0,2
"9101",2020-07-02,"MS",28770,197,270269,299039,870,5287,1092
"9102",2020-07-02,"MT",1083,NA,94066,95149,67,1819,22
"9103",2020-07-02,"NC",68142,NA,902978,971120,1629,28882,1391
"9104",2020-07-02,"ND",3654,0,104538,184430,43,3503,89
"9105",2020-07-02,"NE",19310,NA,163352,226650,133,2350,276
"9106",2020-07-02,"NH",5802,NA,114505,156642,20,3714,373
"9107",2020-07-02,"NJ",172356,NA,1291557,1463913,428,20976,15014
"9108",2020-07-02,"NM",12520,NA,344117,356637,244,6577,503
"9109",2020-07-02,"NV",19733,NA,264995,373157,632,11463,525
"9110",2020-07-02,"NY",394954,NA,3646639,4041593,875,69945,24877
"9111",2020-07-02,"OH",54166,3643,739140,793306,1301,1301,2903
"9112",2020-07-02,"OK",14539,NA,338511,353050,427,6737,395
"9113",2020-07-02,"OR",9294,417,241760,385411,363,12085,209
"9114",2020-07-02,"PA",88074,2501,702199,790273,832,13469,6712
"9115",2020-07-02,"PR",1767,NA,192686,194453,38,38,153
"9116",2020-07-02,"RI",17035,NA,140048,261389,59,4238,959
"9117",2020-07-02,"SC",39701,NA,361700,401401,1782,11529,784
"9118",2020-07-02,"SD",6893,NA,75048,81941,67,998,97
"9119",2020-07-02,"TN",46890,370,791564,838454,1575,20568,620
"9120",2020-07-02,"TX",175977,NA,1799826,1975803,7915,53855,2525
"9121",2020-07-02,"UT",23270,NA,340724,427339,554,7940,176
"9122",2020-07-02,"VA",63735,2696,610521,684558,532,12640,1816
"9123",2020-07-02,"VI",92,NA,2924,3016,2,50,6
"9124",2020-07-02,"VT",1229,0,64285,79525,17,1525,56
"9125",2020-07-02,"WA",38189,NA,672554,710743,869,14811,1339
"9126",2020-07-02,"WI",32809,3071,563946,727814,584,16073,800
"9127",2020-07-02,"WV",3053,104,175288,178341,121,4989,93
"9128",2020-07-02,"WY",1550,317,33693,52893,36,1376,20
"9129",2020-07-01,"AK",982,NA,113418,114400,38,2215,14
"9130",2020-07-01,"AL",38962,520,374991,413433,917,7290,972
"9131",2020-07-01,"AR",21197,NA,293661,314858,420,3655,277
"9132",2020-07-01,"AS",0,NA,696,696,0,0,0
"9133",2020-07-01,"AZ",84092,447,465504,786501,4877,26669,1720
"9134",2020-07-01,"CA",236139,NA,4018037,4254176,7407,87037,6090
"9135",2020-07-01,"CO",33029,2896,300226,401617,314,7001,1697
"9136",2020-07-01,"CT",46572,1979,443237,489809,58,11451,4324
"9137",2020-07-01,"DC",10365,NA,89670,100035,38,2740,553
"9138",2020-07-01,"DE",11510,1044,99874,147835,36,4174,509
"9139",2020-07-01,"FL",156434,NA,1821357,2163496,6545,41848,3650
"9140",2020-07-01,"GA",84237,NA,770801,855625,2946,21892,2827
"9141",2020-07-01,"GU",267,8,13517,13784,8,469,5
"9142",2020-07-01,"HI",917,NA,78141,91692,17,1454,18
"9143",2020-07-01,"IA",29451,NA,280339,309790,444,5602,717
"9144",2020-07-01,"ID",6117,564,84923,90476,365,1713,92
"9145",2020-07-01,"IL",145066,1053,1492042,1637108,828,33090,7152
"9146",2020-07-01,"IN",45952,NA,443764,628495,358,12042,2650
"9147",2020-07-01,"KS",14990,NA,168183,183173,547,6448,272
"9148",2020-07-01,"KY",15842,556,361248,376534,218,6134,572
"9149",2020-07-01,"LA",60178,NA,691910,752088,2083,23577,3238
"9150",2020-07-01,"MA",109143,NA,749292,1118078,261,14528,8081
"9151",2020-07-01,"MD",67918,NA,474686,656590,359,9571,3205
"9152",2020-07-01,"ME",3294,372,93947,97241,41,2289,105
"9153",2020-07-01,"MI",71089,6957,990770,1061859,361,16802,6198
"9154",2020-07-01,"MN",36716,NA,580391,617107,413,11791,1482
"9155",2020-07-01,"MO",21927,NA,367813,424214,376,0,1017
"9156",2020-07-01,"MP",30,NA,8187,8217,0,0,2
"9157",2020-07-01,"MS",27900,190,265852,293752,653,6206,1082
"9158",2020-07-01,"MT",1016,NA,92314,93330,49,2469,22
"9159",2020-07-01,"NC",66513,NA,875725,942238,1843,32205,1373
"9160",2020-07-01,"ND",3611,0,103611,180927,39,2459,89
"9161",2020-07-01,"NE",19177,NA,161431,224300,135,3117,274
"9162",2020-07-01,"NH",5782,NA,113387,152928,22,1534,371
"9163",2020-07-01,"NJ",171928,NA,1271009,1442937,261,20563,14987
"9164",2020-07-01,"NM",12276,NA,337784,350060,129,5879,500
"9165",2020-07-01,"NV",19101,NA,264995,361694,645,12485,511
"9166",2020-07-01,"NY",394079,NA,3577569,3971648,625,56710,24866
"9167",2020-07-01,"OH",52865,3602,739140,792005,1076,4076,2876
"9168",2020-07-01,"OK",14112,NA,332201,346313,355,4716,389
"9169",2020-07-01,"OR",8931,406,234429,373326,275,9624,208
"9170",2020-07-01,"PA",87242,2491,689562,776804,636,12617,6649
"9171",2020-07-01,"PR",1729,NA,192686,194415,36,36,153
"9172",2020-07-01,"RI",16976,NA,139063,257151,65,1997,956
"9173",2020-07-01,"SC",37919,NA,351953,389872,1520,9300,766
"9174",2020-07-01,"SD",6826,NA,74117,80943,62,855,93
"9175",2020-07-01,"TN",45315,364,772571,817886,1806,24759,609
"9176",2020-07-01,"TX",168062,NA,1753886,1921948,8076,52666,2481
"9177",2020-07-01,"UT",22716,NA,335013,419399,499,6711,173
"9178",2020-07-01,"VA",63203,2675,595430,671918,416,16514,1786
"9179",2020-07-01,"VI",90,NA,2876,2966,6,63,6
"9180",2020-07-01,"VT",1212,0,63258,78000,2,971,56
"9181",2020-07-01,"WA",37320,NA,658612,695932,878,16148,1332
"9182",2020-07-01,"WI",32225,3026,551607,711741,563,13743,793
"9183",2020-07-01,"WV",2932,101,170420,173352,27,1588,93
"9184",2020-07-01,"WY",1514,311,32185,51517,27,1230,20
"9185",2020-06-30,"AK",944,NA,111241,112185,36,3476,14
"9186",2020-06-30,"AL",38045,509,368607,406143,870,13343,950
"9187",2020-06-30,"AR",20777,NA,290426,311203,520,8667,270
"9188",2020-06-30,"AS",0,NA,696,696,0,0,0
"9189",2020-06-30,"AZ",79215,434,453141,759832,4682,26633,1632
"9190",2020-06-30,"CA",228732,NA,3938407,4167139,9480,105447,5980
"9191",2020-06-30,"CO",32715,2871,294788,394616,204,5803,1690
"9192",2020-06-30,"CT",46514,1980,431844,478358,152,11536,4322
"9193",2020-06-30,"DC",10327,NA,86968,97295,35,1935,551
"9194",2020-06-30,"DE",11474,1044,99407,143661,98,3435,509
"9195",2020-06-30,"FL",149889,NA,1792561,2121648,6027,39427,3604
"9196",2020-06-30,"GA",81291,NA,752587,833733,1874,11092,2805
"9197",2020-06-30,"GU",259,8,13056,13315,4,401,5
"9198",2020-06-30,"HI",900,NA,76843,90238,1,880,18
"9199",2020-06-30,"IA",29007,NA,275181,304188,225,3343,715
"9200",2020-06-30,"ID",5752,540,83551,88763,433,2947,91
"9201",2020-06-30,"IL",144238,1053,1459780,1604018,724,31069,7124
"9202",2020-06-30,"IN",45594,NA,438602,616453,366,13264,2640
"9203",2020-06-30,"KS",14443,NA,162282,176725,0,0,270
"9204",2020-06-30,"KY",15624,534,355310,370400,277,9471,565
"9205",2020-06-30,"LA",58095,NA,670416,728511,1014,23874,3221
"9206",2020-06-30,"MA",108882,NA,739259,1103550,114,16112,8054
"9207",2020-06-30,"MD",67559,NA,468296,647019,305,8682,3190
"9208",2020-06-30,"ME",3253,360,91699,94952,34,1429,105
"9209",2020-06-30,"MI",70728,6858,974329,1045057,505,15682,6193
"9210",2020-06-30,"MN",36303,NA,569013,605316,442,12361,1476
"9211",2020-06-30,"MO",21551,NA,351456,424214,508,0,1015
"9212",2020-06-30,"MP",30,NA,8187,8217,0,0,2
"9213",2020-06-30,"MS",27247,180,260299,287546,680,4024,1073
"9214",2020-06-30,"MT",967,NA,89894,90861,48,2118,22
"9215",2020-06-30,"NC",64670,NA,845363,910033,1186,23728,1343
"9216",2020-06-30,"ND",3572,0,102546,178468,38,1693,88
"9217",2020-06-30,"NE",19042,NA,159115,221183,143,3951,269
"9218",2020-06-30,"NH",5760,NA,112538,151394,0,1995,367
"9219",2020-06-30,"NJ",171667,NA,1250707,1422374,395,18390,14944
"9220",2020-06-30,"NM",12147,NA,332034,344181,165,6461,497
"9221",2020-06-30,"NV",18456,NA,259112,349209,562,9795,507
"9222",2020-06-30,"NY",393454,NA,3521484,3914938,524,52025,24855
"9223",2020-06-30,"OH",51789,3567,736140,787929,743,13547,2863
"9224",2020-06-30,"OK",13757,NA,327840,341597,585,15404,387
"9225",2020-06-30,"OR",8656,391,228978,363702,171,4039,207
"9226",2020-06-30,"PA",86606,2476,677581,764187,618,11298,6649
"9227",2020-06-30,"PR",1693,NA,192686,194379,55,55,153
"9228",2020-06-30,"RI",16911,NA,137172,255154,40,3756,950
"9229",2020-06-30,"SC",36399,NA,344173,380572,1755,11267,739
"9230",2020-06-30,"SD",6764,NA,73324,80088,48,631,91
"9231",2020-06-30,"TN",43509,348,749618,793127,1212,15921,604
"9232",2020-06-30,"TX",159986,NA,1709296,1869282,6975,50093,2424
"9233",2020-06-30,"UT",22217,NA,330245,412688,553,7237,172
"9234",2020-06-30,"VA",62787,2663,582247,655404,598,9645,1763
"9235",2020-06-30,"VI",84,NA,2819,2903,3,76,6
"9236",2020-06-30,"VT",1210,0,62736,77029,0,1054,56
"9237",2020-06-30,"WA",36442,NA,643342,679784,902,17729,1320
"9238",2020-06-30,"WI",31662,3003,539539,697998,629,10772,784
"9239",2020-06-30,"WV",2905,101,168859,171764,35,2109,93
"9240",2020-06-30,"WY",1487,303,32185,50287,37,1620,20
"9241",2020-06-29,"AK",908,NA,107801,108709,21,409,14
"9242",2020-06-29,"AL",37175,493,356118,392800,1734,6997,929
"9243",2020-06-29,"AR",20257,NA,282279,302536,947,11314,265
"9244",2020-06-29,"AS",0,NA,696,696,0,0,0
"9245",2020-06-29,"AZ",74533,414,436890,733199,625,9565,1588
"9246",2020-06-29,"CA",219252,NA,3842440,4061692,8009,105740,5936
"9247",2020-06-29,"CO",32511,2860,291346,388813,204,5462,1682
"9248",2020-06-29,"CT",46362,1978,420460,466822,59,21462,4320
"9249",2020-06-29,"DC",10292,NA,85068,95360,44,2228,551
"9250",2020-06-29,"DE",11376,1070,98555,140226,150,4839,507
"9251",2020-06-29,"FL",143862,NA,1766402,2082221,5363,37707,3546
"9252",2020-06-29,"GA",79417,NA,743700,822641,2207,16179,2784
"9253",2020-06-29,"GU",255,8,12659,12914,7,536,5
"9254",2020-06-29,"HI",899,NA,76256,89358,27,1901,18
"9255",2020-06-29,"IA",28782,NA,272063,300845,293,4930,708
"9256",2020-06-29,"ID",5319,529,81026,85816,0,0,91
"9257",2020-06-29,"IL",143514,1053,1429435,1572949,738,26918,7103
"9258",2020-06-29,"IN",45228,NA,431291,603189,298,3768,2624
"9259",2020-06-29,"KS",14443,NA,162282,176725,905,8866,270
"9260",2020-06-29,"KY",15347,512,346094,360929,115,3001,560
"9261",2020-06-29,"LA",57081,NA,647556,704637,845,8526,3199
"9262",2020-06-29,"MA",108768,NA,733519,1087438,101,16112,8095
"9263",2020-06-29,"MD",67254,NA,462059,638337,477,12536,3175
"9264",2020-06-29,"ME",3219,356,90304,93523,28,28,105
"9265",2020-06-29,"MI",70223,6726,959152,1029375,277,12696,6161
"9266",2020-06-29,"MN",35861,NA,557094,592955,312,7538,1470
"9267",2020-06-29,"MO",21043,NA,346363,424214,468,0,998
"9268",2020-06-29,"MP",30,NA,8187,8217,0,0,2
"9269",2020-06-29,"MS",26567,167,256955,283522,675,3334,1059
"9270",2020-06-29,"MT",919,NA,87824,88743,56,6269,22
"9271",2020-06-29,"NC",63484,NA,822821,886305,1342,14400,1325
"9272",2020-06-29,"ND",3534,0,102152,176775,46,3292,88
"9273",2020-06-29,"NE",18899,NA,156373,217232,124,2936,267
"9274",2020-06-29,"NH",5760,NA,112538,149399,43,2117,367
"9275",2020-06-29,"NJ",171272,NA,1232712,1403984,90,16151,14901
"9276",2020-06-29,"NM",11982,NA,325738,337720,173,6672,493
